date,fed_funds,mortgage_30y,prime_rate
2010-10-01,3.03566885726762,3.9582706307903104,6.03566885726762
2010-11-01,4.716841067112274,5.280095786734201,7.716841067112274
2010-12-01,1.722594672589529,4.3823540947982895,4.722594672589529
2011-01-01,1.2872595956602186,3.8396022425659906,4.287259595660219
2011-02-01,1.7473644346231951,4.242891326677605,4.747364434623195
2011-03-01,3.873103176553111,4.8303451634205,6.873103176553111
2011-04-01,2.9931266644895267,4.04902035775682,5.993126664489527
2011-05-01,1.7053596943494418,3.842223683546855,4.705359694349442
2011-06-01,3.269901149670034,4.69494976919353,6.269901149670034
2011-07-01,2.6456163240220607,4.695973256886978,5.645616324022061
2011-08-01,3.9529674857993338,4.094445459703096,6.952967485799334
2011-09-01,1.4469203591839714,4.1231693555053415,4.446920359183972
2011-10-01,2.008506780103348,4.685639949886109,5.008506780103348
2011-11-01,1.9118377703017635,3.3415325268021405,4.911837770301764
2011-12-01,0.30472757780182214,3.374028980498756,3.304727577801822
2012-01-01,2.944180415596864,3.925244622998051,5.944180415596864
2012-02-01,2.891582908269834,4.329242278630522,5.891582908269834
2012-03-01,2.5076701849636915,4.748726052478403,5.5076701849636915
2012-04-01,2.14811929993728,5.680284973559642,5.14811929993728
2012-05-01,0.37694388692437863,5.186127698561616,3.3769438869243786
2012-06-01,1.8690320158519613,4.372049176029258,4.869032015851961
2012-07-01,1.9859282252098458,4.484787033677849,4.985928225209846
2012-08-01,1.2965840961675716,3.697976508289753,4.296584096167572
2012-09-01,2.2580714325009863,4.485189491206088,5.258071432500986
2012-10-01,3.106076285221808,4.269073088863889,6.106076285221808
2012-11-01,5.329278851815795,4.758174848270472,8.329278851815795
2012-12-01,2.7618667192477586,3.8382152451581417,5.761866719247759
2013-01-01,2.886325586084147,4.915477211392938,5.886325586084147
2013-02-01,2.3883311263507494,5.7261911304020625,5.388331126350749
2013-03-01,0.1,4.412991881234514,3.1
2013-04-01,2.4602291868261745,4.8213693776791535,5.460229186826174
2013-05-01,2.5903453149115396,5.05211519336889,5.59034531491154
2013-06-01,5.5,4.179023622491331,8.5
2013-07-01,2.2114585528283164,4.679273985448334,5.211458552828317
2013-08-01,2.9523210135004185,4.510073920625436,5.952321013500418
2013-09-01,2.447932345442135,4.578140878839065,5.447932345442135
2013-10-01,0.746982943570702,3.8815921729156266,3.746982943570702
2013-11-01,4.21423422177253,4.519608139407154,7.21423422177253
2013-12-01,3.627899549030161,4.89839863299636,6.627899549030161
2014-01-01,3.6865479205645704,5.660914886236034,6.68654792056457
2014-02-01,1.1359188178078916,5.267416660868165,4.135918817807892
2014-03-01,4.604191466404149,6.222545966009245,7.604191466404149
2014-04-01,0.39722340581157844,3.8861219496895605,3.3972234058115784
2014-05-01,3.3802856407004054,5.1978565093765425,6.380285640700405
2014-06-01,5.5,4.646673604590681,8.5
2014-07-01,1.0141955123039674,6.251842346574138,4.014195512303967
2014-08-01,1.6505534055958422,3.853361371715879,4.650553405595842
2014-09-01,2.649477047631462,3.828222526255379,5.649477047631462
2014-10-01,1.7447865188257012,4.020485883644782,4.744786518825701
2014-11-01,0.17400485340080074,2.8008834205521547,3.1740048534008007
2014-12-01,2.602844462209041,4.079395982655392,5.602844462209041
2015-01-01,0.9065444294108427,3.8926938707570415,3.9065444294108427
2015-02-01,3.210388645952772,4.620315029180966,6.210388645952772
2015-03-01,1.1208636486492953,4.7734047806217275,4.120863648649295
2015-04-01,4.824901607526309,6.000936671372709,7.824901607526309
2015-05-01,1.3251200614956444,5.26033907054884,4.325120061495644
2015-06-01,2.0169077256914867,4.038477075470078,5.016907725691487
2015-07-01,3.720275826054505,3.7812682629213135,6.720275826054505
2015-08-01,0.6537035253490671,4.893535337205204,3.653703525349067
2015-09-01,2.841189901906194,3.443813434383486,5.841189901906194
2015-10-01,4.460714131423642,5.965167012683483,7.460714131423642
2015-11-01,0.1,5.443552096577029,3.1
2015-12-01,2.7769507877984565,4.124659478316236,5.776950787798457
2016-01-01,2.8898241913726355,3.129492376727298,5.889824191372636
2016-02-01,3.6727343076659658,5.58309789933233,6.672734307665966
2016-03-01,0.6445739336828771,4.4083681237979055,3.644573933682877
2016-04-01,0.5193150803735855,5.49025304957877,3.5193150803735858
2016-05-01,3.2829123484253464,3.224457872964506,6.282912348425347
2016-06-01,2.945477009849779,4.0204999816369815,5.945477009849779
2016-07-01,2.8757392755188147,4.504194959774546,5.875739275518814
2016-08-01,3.0196723142454633,4.537584475011793,6.019672314245463
2016-09-01,1.4799629176322637,4.139947622816605,4.479962917632264
2016-10-01,2.8483805457415055,4.998279945877999,5.848380545741506
2016-11-01,2.939608709948022,3.6459036564939247,5.939608709948022
2016-12-01,1.4284728729604483,4.386096411982965,4.428472872960448
2017-01-01,5.298661766717135,4.596236505369519,8.298661766717135
2017-02-01,3.2107493813676813,4.911551067246999,6.210749381367681
2017-03-01,0.713044754196027,5.069291902471112,3.713044754196027
2017-04-01,3.4848304129507444,3.6002863265297047,6.484830412950744
2017-05-01,1.037977494659018,3.2727086634115024,4.0379774946590175
2017-06-01,3.680626905613678,5.522141457518807,6.6806269056136784
2017-07-01,4.237893368511106,4.765851209583674,7.237893368511106
2017-08-01,1.2689765224724343,3.901210770754757,4.2689765224724345
2017-09-01,3.9450641938664828,5.740921580418019,6.945064193866482
2017-10-01,3.1191713904047473,4.592539707434287,6.119171390404747
2017-11-01,3.7330902399917347,5.443437747251061,6.733090239991735
2017-12-01,5.345189473980922,4.554014785128087,8.345189473980922
2018-01-01,2.131917825995694,6.14859833990559,5.131917825995695
2018-02-01,1.3693957534637655,5.904272673954564,4.369395753463765
2018-03-01,1.165728355561715,4.300828681216741,4.165728355561715
2018-04-01,1.2762845725518426,5.277256760763485,4.276284572551843
2018-05-01,2.3843474358788437,5.016300759668118,5.384347435878844
2018-06-01,3.011727962224966,5.5949052460258795,6.011727962224966
2018-07-01,2.9150361989950286,3.7280612315359165,5.915036198995029
2018-08-01,3.740774873554036,5.048841167998751,6.740774873554036
2018-09-01,2.5195028378168605,5.34673958947967,5.5195028378168605
2018-10-01,4.6803011157359755,3.0930084108615086,7.6803011157359755
2018-11-01,2.103014750143066,3.55339318986738,5.103014750143066
2018-12-01,5.5,2.8686142577919194,8.5
2019-01-01,3.438501021647509,4.284474532444354,6.438501021647509
2019-02-01,1.2142636653755763,5.07403380463677,4.214263665375576
2019-03-01,0.8936612529083314,5.701885641676823,3.8936612529083314
2019-04-01,3.2237086228647778,4.5592758243358205,6.223708622864778
2019-05-01,2.164805822011224,5.802892436457034,5.164805822011224
2019-06-01,3.571000741138138,3.3959188334280865,6.571000741138138
2019-07-01,3.209856436860317,3.1372940485158765,6.209856436860317
2019-08-01,2.390756631014691,4.455561840882705,5.390756631014691
2019-09-01,1.2298094228973926,4.8072523591514456,4.229809422897393
2019-10-01,0.22772916297120283,4.4738442015247255,3.227729162971203
2019-11-01,1.8302275718994685,2.8460463199680985,4.830227571899469
2019-12-01,3.7845981914852085,4.428703968389769,6.784598191485209
2020-01-01,2.821140616195306,3.4564243995961172,5.821140616195306
2020-02-01,0.631391831932018,5.0357380390640305,3.631391831932018
2020-03-01,2.759771388776773,4.793278596877479,5.759771388776773
2020-04-01,3.077976069593255,3.7480961709381155,6.077976069593255
2020-05-01,1.1742138456983005,4.088906466130645,4.174213845698301
2020-06-01,2.730587658918292,3.652629182488839,5.730587658918292
2020-07-01,2.5873130776689997,4.449856722181463,5.587313077669
2020-08-01,0.7855445532540655,5.264113856400991,3.7855445532540655
2020-09-01,3.036681040522425,3.711419162931565,6.036681040522425
2020-10-01,3.3411767895523514,4.903237212414275,6.341176789552351
2020-11-01,4.124576864762916,4.0757939053020475,7.124576864762916
2020-12-01,4.0807030780523545,3.8657017341901247,7.0807030780523545
2021-01-01,0.43349594806436365,4.414375712036354,3.4334959480643636
2021-02-01,1.0932624401273159,3.6718061420645007,4.093262440127316
2021-03-01,3.2725529008129897,4.057080555722254,6.27255290081299
2021-04-01,3.270678926368313,3.5416976859289213,6.270678926368313
2021-05-01,3.272571529459072,6.071780106333112,6.272571529459071
2021-06-01,5.5,4.5282108415773825,8.5
2021-07-01,3.3563357660397504,3.9402195936059314,6.35633576603975
2021-08-01,4.203348460270899,4.671183928587378,7.203348460270899
2021-09-01,3.9310026452398033,4.410137560247336,6.931002645239803
2021-10-01,3.477086876958697,4.323224320373422,6.477086876958698
2021-11-01,2.0270961330394814,4.99133336003474,5.027096133039482
2021-12-01,3.638453830739901,5.106006168037844,6.638453830739901
2022-01-01,1.3407621781936423,4.075599081911578,4.340762178193643
2022-02-01,2.1447720898899867,4.039345407484256,5.144772089889987
2022-03-01,1.771954678256345,4.279958642278685,4.7719546782563445
2022-04-01,2.622811209079484,2.6584630682115318,5.622811209079484
2022-05-01,5.5,3.2878471502411584,8.5
2022-06-01,0.1,5.59349941395562,3.1
2022-07-01,3.52939028556177,5.815974170801027,6.52939028556177
2022-08-01,0.1,4.300771168354897,3.1
2022-09-01,1.7921022013158499,4.961245570444613,4.79210220131585
2022-10-01,4.133425895451049,4.749000123634829,7.133425895451049
2022-11-01,2.596420028643194,6.96310464676419,5.596420028643195
2022-12-01,0.8833828331060407,5.395659929147661,3.8833828331060407
2023-01-01,1.4270444361100476,4.397665926815387,4.427044436110048
2023-02-01,3.519396623402014,3.7355676475196593,6.519396623402014
2023-03-01,1.4044500524242949,3.2148429437939416,4.404450052424295
2023-04-01,2.8246878843729624,4.662770908693778,5.824687884372962
2023-05-01,2.568357759855721,3.8949194037725574,5.56835775985572
2023-06-01,1.5225994785912744,3.362197032321861,4.522599478591275
2023-07-01,5.5,3.9827416926059787,8.5
2023-08-01,3.4508785334770167,3.634761597108484,6.450878533477017
2023-09-01,0.1,5.8497133080580515,3.1
2023-10-01,2.7796814721541416,5.20531180555956,5.779681472154142
2023-11-01,1.507320302847418,4.493621886946706,4.507320302847418
2023-12-01,3.778650002194336,5.683955311112021,6.778650002194336
2024-01-01,1.311218892350949,4.561894646118095,4.311218892350949
2024-02-01,2.3278953377996516,3.810972638937389,5.327895337799651
2024-03-01,3.2574809184706854,5.718499261815726,6.257480918470685
2024-04-01,3.7986327912551823,4.931128034947727,6.798632791255182
2024-05-01,0.6995553894163358,3.6702030765388347,3.6995553894163358
2024-06-01,1.9982481462385775,4.347729057533114,4.998248146238577
2024-07-01,1.7875820332585657,3.799505397292194,4.787582033258566
2024-08-01,1.520006151139432,3.3937602152285313,4.520006151139432
2024-09-01,5.1481813604216455,5.240942038025313,8.148181360421646
2024-10-01,3.1074725664414333,6.027533312376105,6.107472566441434
2024-11-01,0.6086740684974323,3.3811459409446867,3.6086740684974323
2024-12-01,3.8767929205821643,4.950375389352457,6.876792920582164
